,SKU,System Projections,Consensus Projections,Actual Sales,Case Fullfilment Rate,Location,ABC Code,XYZ Code,Week,Adjustment CFR
584,D2,844,597,866.0,1.0,Lahore,,,,
585,D2,546,479,552.0,1.0,Lahore,,,,
586,D2,1378,1206,1367.0,1.0,Lahore,,,,
587,D2,1185,959,1234.0,1.0,Lahore,,,,
588,D2,1318,964,1368.0,1.0,Lahore,,,,
589,D2,1374,1553,1413.0,1.0,Lahore,,,,
590,D2,1472,1196,1529.0,1.0,Lahore,,,,
591,D2,1079,947,,1.0,Lahore,,,,
592,D2,745,595,,1.0,Lahore,,,,
593,D2,802,883,,1.0,Lahore,,,,
594,D2,1085,1132,,1.0,Lahore,,,,
595,D2,749,857,,1.0,Lahore,,,,
596,D2,751,822,,1.0,Lahore,,,,
597,D2,1207,1447,,1.0,Lahore,,,,
598,D2,531,607,,1.0,Lahore,,,,
599,D2,1365,1046,,1.0,Lahore,,,,
